orthogroup,cm_protein,cz_protein
OG0005683,KAF2215501,KAM3416913.1
OG0005684,KAF2215507,KAM3417066.1
OG0005685,KAF2215505,KAM3417068.1
OG0005686,KAF2215511,KAM3417060.1
OG0005687,KAF2215512,KAM3417059.1
OG0005688,KAF2214013,KAM3416336.1
OG0005689,KAF2214008,KAM3416340.1
OG0005690,KAF2214002,KAM3416350.1
OG0005691,KAF2214021,KAM3416329.1
OG0005692,KAF2214022,KAM3416328.1
OG0005693,KAF2214023,KAM3416327.1
OG0005694,KAF2214026,KAM3416324.1
OG0005695,KAF2214028,KAM3416322.1
OG0005696,KAF2214029,KAM3416321.1
OG0005697,KAF2215440,KAM3416998.1
OG0005698,KAF2214131,KAM3416226.1
OG0005699,KAF2214135,KAM3416221.1
OG0005700,KAF2214141,KAM3416217.1
OG0005701,KAF2214146,KAM3416213.1
OG0005702,KAF2214148,KAM3416210.1
OG0005703,KAF2214151,KAM3416207.1
OG0005704,KAF2214152,KAM3416206.1
OG0005705,KAF2214153,KAM3416205.1
OG0005706,KAF2214154,KAM3416204.1
OG0005707,KAF2214155,KAM3416203.1
OG0005709,KAF2214160,KAM3416195.1
OG0005710,KAF2214161,KAM3416194.1
OG0005711,KAF2206853,KAM3416190.1
OG0005712,KAF2214125,KAM3416231.1
OG0005713,KAF2214121,KAM3416234.1
OG0005714,KAF2214120,KAM3416235.1
OG0005715,KAF2214112,KAM3416240.1
OG0005717,KAF2214032,KAM3416317.1
OG0005718,KAF2206858,KAM3416167.1
OG0005719,KAF2206859,KAM3416166.1
OG0005720,KAF2206860,KAM3416165.1
OG0005721,KAF2206861,KAM3416164.1
OG0005722,KAF2206862,KAM3416163.1
OG0005723,KAF2206865,KAM3416160.1
OG0005724,KAF2206876,KAM3416152.1
OG0005725,KAF2206875,KAM3416153.1
OG0005726,KAF2206874,KAM3416154.1
OG0005727,KAF2206870,KAM3416156.1
OG0005728,KAF2206869,KAM3416157.1
OG0005729,KAF2206867,KAM3416158.1
OG0005730,KAF2206878,KAM3416150.1
OG0005731,KAF2206880,KAM3416148.1
OG0005732,KAF2206885,KAM3416141.1
OG0005733,KAF2206886,KAM3416140.1
OG0005734,KAF2206888,KAM3416138.1
OG0005735,KAF2206890,KAM3416137.1
OG0005736,KAF2206891,KAM3416136.1
OG0005737,KAF2206892,KAM3416135.1
OG0005738,KAF2206893,KAM3416134.1
OG0005739,KAF2206895,KAM3416131.1
OG0005740,KAF2206897,KAM3416128.1
OG0005741,KAF2206900,KAM3416125.1
OG0005742,KAF2206901,KAM3416124.1
OG0005743,KAF2206902,KAM3416122.1
OG0005744,KAF2206903,KAM3416121.1
OG0005745,KAF2214041,KAM3416311.1
OG0005746,KAF2214042,KAM3416310.1
OG0005747,KAF2214044,KAM3416308.1
OG0005748,KAF2215529,KAM3417043.1
OG0005749,KAF2215535,KAM3417037.1
OG0005750,KAF2215537,KAM3417035.1
OG0005751,KAF2215538,KAM3417034.1
OG0005752,KAF2215540,KAM3417032.1
OG0005753,KAF2215541,KAM3417029.1
OG0005754,KAF2215544,KAM3417024.1
OG0005755,KAF2213831,KAM3416539.1
OG0005756,KAF2213833,KAM3416537.1
OG0005757,KAF2213839,KAM3416531.1
OG0005758,KAF2213840,KAM3416530.1
OG0005759,KAF2213842,KAM3416528.1
OG0005760,KAF2213843,KAM3416527.1
OG0005761,KAF2213847,KAM3416523.1
OG0005762,KAF2213849,KAM3416521.1
OG0005763,KAF2213851,KAM3416517.1
OG0005764,KAF2213852,KAM3416516.1
OG0005765,KAF2214077,KAM3416275.1
OG0005766,KAF2214080,KAM3416269.1
OG0005767,KAF2214088,KAM3416261.1
OG0005768,KAF2214089,KAM3416260.1
OG0005769,KAF2214093,KAM3416255.1
OG0005770,KAF2214094,KAM3416254.1
OG0005771,KAF2214095,KAM3416253.1
OG0005772,KAF2214098,KAM3416251.1
OG0005773,KAF2214100,KAM3416249.1
OG0005774,KAF2214101,KAM3416248.1
OG0005775,KAF2208444,KAM3417985.1
OG0005776,KAF2208447,KAM3417989.1
OG0005777,KAF2208451,KAM3417994.1
OG0005778,KAF2208452,KAM3417995.1
OG0005779,KAF2208453,KAM3417996.1
OG0005780,KAF2207203,KAM3418140.1
OG0005781,KAF2207202,KAM3418138.1
OG0005782,KAF2207201,KAM3418137.1
OG0005783,KAF2207225,KAM3418017.1
OG0005784,KAF2207221,KAM3418022.1
OG0005785,KAF2207217,KAM3418025.1
OG0005786,KAF2207216,KAM3418026.1
OG0005787,KAF2207210,KAM3418145.1
OG0005788,KAF2208471,KAM3418013.1
OG0005789,KAF2208470,KAM3418012.1
OG0005790,KAF2208467,KAM3418010.1
OG0005791,KAF2208466,KAM3418009.1
OG0005792,KAF2208465,KAM3418008.1
OG0005793,KAF2208463,KAM3418005.1
OG0005794,KAF2208462,KAM3418004.1
OG0005796,KAF2208459,KAM3418002.1
OG0005797,KAF2208456,KAM3417999.1
OG0005798,KAF2207183,KAM3418111.1
OG0005799,KAF2207184,KAM3418112.1
OG0005800,KAF2207186,KAM3418116.1
OG0005801,KAF2207189,KAM3418119.1
OG0005802,KAF2207190,KAM3418120.1
OG0005803,KAF2207192,KAM3418122.1
OG0005804,KAF2207196,KAM3418130.1
OG0005805,KAF2207179,KAM3418106.1
OG0005806,KAF2207178,KAM3418105.1
OG0005807,KAF2207176,KAM3418103.1
OG0005808,KAF2207168,KAM3418096.1
OG0005809,KAF2207167,KAM3418095.1
OG0005810,KAF2207166,KAM3418094.1
OG0005811,KAF2207165,KAM3418093.1
OG0005812,KAF2207164,KAM3418092.1
OG0005813,KAF2207160,KAM3418088.1
OG0005814,KAF2207159,KAM3418087.1
OG0005815,KAF2207156,KAM3418083.1
OG0005817,KAF2207154,KAM3418081.1
OG0005818,KAF2207153,KAM3418080.1
OG0005819,KAF2207152,KAM3418079.1
OG0005820,KAF2207150,KAM3418077.1
OG0005821,KAF2207149,KAM3418076.1
OG0005822,KAF2207148,KAM3418075.1
OG0005823,KAF2207147,KAM3418074.1
OG0005824,KAF2207145,KAM3418072.1
OG0005825,KAF2207144,KAM3418071.1
OG0005826,KAF2207143,KAM3418070.1
OG0005827,KAF2207141,KAM3418069.1
OG0005828,KAF2207139,KAM3418067.1
OG0005829,KAF2207138,KAM3418066.1
OG0005830,KAF2207135,KAM3418061.1
OG0005831,KAF2207128,KAM3418055.1
OG0005832,KAF2210117,KAM3417085.1
OG0005833,KAF2210116,KAM3417086.1
OG0005834,KAF2206360,KAM3418168.1
OG0005835,KAF2206362,KAM3418166.1
OG0005836,KAF2206364,KAM3418164.1
OG0005837,KAF2206365,KAM3418162.1
OG0005838,KAF2206367,KAM3418160.1
OG0005839,KAF2206368,KAM3418159.1
OG0005840,KAF2206370,KAM3418158.1
OG0005841,KAF2207104,KAM3418152.1
OG0005842,KAF2207105,KAM3418151.1
OG0005843,KAF2207108,KAM3418028.1
OG0005844,KAF2207109,KAM3418030.1
OG0005845,KAF2207110,KAM3418031.1
OG0005846,KAF2207112,KAM3418032.1
OG0005847,KAF2207117,KAM3418039.1
OG0005848,KAF2207118,KAM3418040.1
OG0005849,KAF2207119,KAM3418042.1
OG0005851,KAF2207125,KAM3418052.1
OG0005852,KAF2207126,KAM3418053.1
OG0005853,KAF2206357,KAM3418170.1
OG0005854,KAF2206356,KAM3418171.1
OG0005855,KAF2206353,KAM3418174.1
OG0005856,KAF2206352,KAM3418175.1
OG0005857,KAF2206351,KAM3418176.1
OG0005858,KAF2206349,KAM3418178.1
OG0005859,KAF2206348,KAM3418179.1
OG0005860,KAF2206345,KAM3418182.1
OG0005861,KAF2206344,KAM3418183.1
OG0005862,KAF2206343,KAM3418184.1
OG0005863,KAF2206335,KAM3418192.1
OG0005864,KAF2206336,KAM3418191.1
OG0005865,KAF2206337,KAM3418190.1
OG0005866,KAF2206334,KAM3418193.1
OG0005867,KAF2208443,KAM3417984.1
OG0005868,KAF2208441,KAM3417981.1
OG0005869,KAF2208440,KAM3417980.1
OG0005870,KAF2208439,KAM3417979.1
OG0005871,KAF2208437,KAM3417976.1
OG0005872,KAF2208430,KAM3417969.1
OG0005873,KAF2208429,KAM3417968.1
OG0005874,KAF2208408,KAM3417948.1
OG0005875,KAF2208406,KAM3417947.1
OG0005876,KAF2208404,KAM3417946.1
OG0005877,KAF2208403,KAM3417945.1
OG0005878,KAF2208402,KAM3417944.1
OG0005879,KAF2208400,KAM3417942.1
OG0005880,KAF2208399,KAM3417941.1
OG0005881,KAF2208396,KAM3417937.1
OG0005882,KAF2208395,KAM3417938.1
OG0005883,KAF2208394,KAM3417939.1
OG0005884,KAF2208391,KAM3417932.1
OG0005885,KAF2208389,KAM3417931.1
OG0005886,KAF2208387,KAM3417928.1
OG0005887,KAF2208385,KAM3417926.1
OG0005888,KAF2208380,KAM3417923.1
OG0005889,KAF2208379,KAM3417921.1
OG0005890,KAF2208378,KAM3417920.1
OG0005891,KAF2208377,KAM3417919.1
OG0005892,KAF2208375,KAM3417917.1
OG0005893,KAF2208374,KAM3417916.1
OG0005894,KAF2208373,KAM3417915.1
OG0005895,KAF2208372,KAM3417914.1
OG0005896,KAF2208370,KAM3417912.1
OG0005897,KAF2208369,KAM3417911.1
OG0005898,KAF2208367,KAM3417908.1
OG0005899,KAF2208324,KAM3417859.1
OG0005900,KAF2208325,KAM3417860.1
OG0005901,KAF2208327,KAM3417862.1
OG0005902,KAF2208328,KAM3417863.1
OG0005903,KAF2208332,KAM3417867.1
OG0005904,KAF2208334,KAM3417870.1
OG0005905,KAF2208335,KAM3417871.1
OG0005906,KAF2208337,KAM3417877.1
OG0005907,KAF2208338,KAM3417878.1
OG0005908,KAF2208341,KAM3417880.1
OG0005909,KAF2208348,KAM3417886.1
OG0005910,KAF2208349,KAM3417887.1
OG0005911,KAF2208350,KAM3417888.1
OG0005912,KAF2208351,KAM3417889.1
OG0005913,KAF2208352,KAM3417890.1
OG0005914,KAF2208354,KAM3417892.1
OG0005916,KAF2208363,KAM3417901.1
OG0005917,KAF2208321,KAM3417857.1
OG0005918,KAF2208320,KAM3417856.1
OG0005919,KAF2208318,KAM3417853.1
OG0005920,KAF2208317,KAM3417852.1
OG0005921,KAF2208315,KAM3417850.1
OG0005922,KAF2208314,KAM3417849.1
OG0005923,KAF2208313,KAM3417848.1
OG0005924,KAF2208312,KAM3417847.1
OG0005925,KAF2211852,KAM3417843.1
OG0005926,KAF2211853,KAM3417842.1
OG0005927,KAF2211855,KAM3417839.1
OG0005928,KAF2211856,KAM3417838.1
OG0005929,KAF2211874,KAM3417824.1
OG0005930,KAF2211876,KAM3417821.1
OG0005931,KAF2211878,KAM3417819.1
OG0005932,KAF2211879,KAM3417818.1
OG0005933,KAF2211881,KAM3417814.1
OG0005934,KAF2211885,KAM3417813.1
OG0005935,KAF2211887,KAM3417812.1
OG0005936,KAF2211891,KAM3417811.1
OG0005937,KAF2211893,KAM3417810.1
OG0005938,KAF2211895,KAM3417808.1
OG0005939,KAF2211902,KAM3417802.1
OG0005940,KAF2211907,KAM3417798.1
OG0005941,KAF2211913,KAM3417794.1
OG0005942,KAF2211914,KAM3417793.1
OG0005943,KAF2211917,KAM3417790.1
OG0005944,KAF2211919,KAM3417788.1
OG0005945,KAF2211924,KAM3417783.1
OG0005946,KAF2211926,KAM3417779.1
OG0005947,KAF2211928,KAM3417777.1
OG0005948,KAF2211929,KAM3417776.1
OG0005949,KAF2211933,KAM3417771.1
OG0005950,KAF2211934,KAM3417770.1
OG0005951,KAF2211935,KAM3417769.1
OG0005952,KAF2211936,KAM3417768.1
OG0005953,KAF2211937,KAM3417767.1
OG0005954,KAF2211942,KAM3417762.1
OG0005955,KAF2211943,KAM3417761.1
OG0005956,KAF2211944,KAM3417760.1
OG0005957,KAF2211945,KAM3417748.1
OG0005958,KAF2211948,KAM3417744.1
OG0005959,KAF2211949,KAM3417743.1
OG0005960,KAF2211951,KAM3417740.1
OG0005961,KAF2211955,KAM3417737.1
OG0005962,KAF2211958,KAM3417734.1
OG0005963,KAF2211961,KAM3417731.1
OG0005964,KAF2211966,KAM3417727.1
OG0005966,KAF2211969,KAM3417724.1
OG0005967,KAF2211972,KAM3417720.1
OG0005968,KAF2211980,KAM3417712.1
OG0005969,KAF2211981,KAM3417711.1
OG0005970,KAF2211982,KAM3417710.1
OG0005971,KAF2211984,KAM3417708.1
OG0005972,KAF2211988,KAM3417706.1
OG0005973,KAF2211989,KAM3417705.1
OG0005974,KAF2211990,KAM3417704.1
OG0005975,KAF2211994,KAM3417698.1
OG0005976,KAF2211996,KAM3417696.1
OG0005977,KAF2212134,KAM3417559.1
OG0005978,KAF2212133,KAM3417560.1
OG0005979,KAF2212132,KAM3417563.1
OG0005980,KAF2212131,KAM3417564.1
OG0005981,KAF2212130,KAM3417565.1
OG0005983,KAF2212129,KAM3417568.1
OG0005984,KAF2212128,KAM3417569.1
OG0005985,KAF2212124,KAM3417573.1
OG0005986,KAF2212120,KAM3417577.1
OG0005987,KAF2212118,KAM3417579.1
OG0005988,KAF2212117,KAM3417580.1
OG0005989,KAF2212116,KAM3417581.1
OG0005990,KAF2212114,KAM3417583.1
OG0005991,KAF2212111,KAM3417586.1
OG0005992,KAF2212107,KAM3417591.1
OG0005993,KAF2212106,KAM3417592.1
OG0005994,KAF2212105,KAM3417593.1
OG0005995,KAF2212104,KAM3417594.1
OG0005996,KAF2212100,KAM3417599.1
OG0005997,KAF2212098,KAM3417601.1
OG0005998,KAF2212097,KAM3417602.1
OG0005999,KAF2212096,KAM3417603.1
OG0006000,KAF2208731,KAM3417506.1
OG0006002,KAF2208725,KAM3417500.1
OG0006003,KAF2208724,KAM3417499.1
OG0006004,KAF2208719,KAM3417493.1
OG0006005,KAF2208718,KAM3417492.1
OG0006006,KAF2208716,KAM3417489.1
OG0006007,KAF2208715,KAM3417488.1
OG0006008,KAF2208714,KAM3417487.1
OG0006009,KAF2208709,KAM3417481.1
OG0006010,KAF2208708,KAM3417480.1
OG0006011,KAF2208703,KAM3417476.1
OG0006012,KAF2208697,KAM3417471.1
OG0006013,KAF2208690,KAM3417464.1
OG0006014,KAF2208689,KAM3417463.1
OG0006015,KAF2208687,KAM3417461.1
OG0006016,KAF2208684,KAM3417456.1
OG0006017,KAF2208681,KAM3417453.1
OG0006018,KAF2208680,KAM3417452.1
OG0006019,KAF2208679,KAM3417451.1
OG0006020,KAF2208677,KAM3417449.1
OG0006021,KAF2208671,KAM3417441.1
OG0006022,KAF2208668,KAM3417439.1
OG0006023,KAF2208667,KAM3417438.1
OG0006024,KAF2208646,KAM3417428.1
OG0006026,KAF2212090,KAM3417613.1
OG0006027,KAF2212094,KAM3417606.1
OG0006028,KAF2212061,KAM3417638.1
OG0006029,KAF2212060,KAM3417639.1
OG0006030,KAF2212059,KAM3417640.1
OG0006031,KAF2212054,KAM3417643.1
OG0006032,KAF2212053,KAM3417644.1
OG0006033,KAF2212052,KAM3417645.1
OG0006034,KAF2212050,KAM3417647.1
OG0006035,KAF2212049,KAM3417648.1
OG0006036,KAF2212045,KAM3417652.1
OG0006037,KAF2212040,KAM3417656.1
OG0006038,KAF2212039,KAM3417657.1
OG0006039,KAF2212037,KAM3417659.1
OG0006040,KAF2212036,KAM3417660.1
OG0006041,KAF2212033,KAM3417664.1
OG0006042,KAF2212032,KAM3417665.1
OG0006043,KAF2212031,KAM3417666.1
OG0006044,KAF2212030,KAM3417667.1
OG0006045,KAF2212023,KAM3417671.1
OG0006046,KAF2212020,KAM3417673.1
OG0006047,KAF2212019,KAM3417674.1
OG0006048,KAF2212012,KAM3417682.1
OG0006049,KAF2212011,KAM3417683.1
OG0006050,KAF2212010,KAM3417684.1
OG0006051,KAF2212009,KAM3417685.1
OG0006052,KAF2212008,KAM3417686.1
OG0006053,KAF2212007,KAM3417687.1
OG0006054,KAF2212005,KAM3417689.1
OG0006055,KAF2212004,KAM3417690.1
OG0006056,KAF2212001,KAM3417692.1
OG0006057,KAF2212000,KAM3417693.1
OG0006058,KAF2208777,KAM3417554.1
OG0006059,KAF2208776,KAM3417553.1
OG0006060,KAF2208775,KAM3417552.1
OG0006061,KAF2208774,KAM3417551.1
OG0006062,KAF2208772,KAM3417549.1
OG0006063,KAF2208768,KAM3417546.1
OG0006064,KAF2208766,KAM3417545.1
OG0006065,KAF2208763,KAM3417542.1
OG0006066,KAF2208762,KAM3417541.1
OG0006067,KAF2208761,KAM3417540.1
OG0006068,KAF2208756,KAM3417535.1
OG0006070,KAF2208754,KAM3417531.1
OG0006071,KAF2208752,KAM3417530.1
OG0006072,KAF2208745,KAM3417521.1
OG0006073,KAF2208744,KAM3417520.1
OG0006074,KAF2208740,KAM3417517.1
OG0006075,KAF2208737,KAM3417513.1
OG0006076,KAF2208734,KAM3417510.1
OG0006077,KAF2212063,KAM3417637.1
OG0006078,KAF2212064,KAM3417636.1
OG0006079,KAF2212067,KAM3417634.1
OG0006080,KAF2212071,KAM3417631.1
OG0006081,KAF2212073,KAM3417628.1
OG0006082,KAF2212076,KAM3417626.1
OG0006083,KAF2212079,KAM3417624.1
OG0006084,KAF2212081,KAM3417622.1
OG0006085,KAF2212082,KAM3417621.1
OG0006086,KAF2212088,KAM3417616.1
OG0006087,KAF2206847,KAM3417169.1
OG0006088,KAF2206846,KAM3417170.1
OG0006089,KAF2206845,KAM3417171.1
OG0006090,KAF2206842,KAM3417173.1
OG0006092,KAF2206839,KAM3417178.1
OG0006093,KAF2206838,KAM3417179.1
OG0006094,KAF2206836,KAM3417181.1
OG0006095,KAF2206835,KAM3417182.1
OG0006096,KAF2206834,KAM3417183.1
OG0006097,KAF2206833,KAM3417184.1
OG0006098,KAF2206820,KAM3417194.1
OG0006099,KAF2206819,KAM3417195.1
OG0006100,KAF2206817,KAM3417196.1
OG0006101,KAF2206812,KAM3417204.1
OG0006102,KAF2206803,KAM3417211.1
OG0006103,KAF2206802,KAM3417212.1
OG0006104,KAF2208630,KAM3417234.1
OG0006105,KAF2208626,KAM3417243.1
OG0006107,KAF2208624,KAM3417248.1
OG0006108,KAF2208623,KAM3417249.1
OG0006109,KAF2208621,KAM3417381.1
OG0006110,KAF2208620,KAM3417380.1
OG0006111,KAF2208619,KAM3417379.1
OG0006112,KAF2208612,KAM3417373.1
OG0006113,KAF2208609,KAM3417363.1
OG0006114,KAF2208608,KAM3417362.1
OG0006115,KAF2208607,KAM3417361.1
OG0006116,KAF2208604,KAM3417357.1
OG0006117,KAF2208601,KAM3417354.1
OG0006118,KAF2208599,KAM3417351.1
OG0006119,KAF2208541,KAM3417289.1
OG0006120,KAF2208543,KAM3417290.1
OG0006121,KAF2208544,KAM3417292.1
OG0006122,KAF2208545,KAM3417293.1
OG0006123,KAF2208546,KAM3417294.1
OG0006124,KAF2208553,KAM3417299.1
OG0006125,KAF2208557,KAM3417307.1
OG0006126,KAF2208558,KAM3417308.1
OG0006128,KAF2208564,KAM3417314.1
OG0006129,KAF2208567,KAM3417316.1
OG0006130,KAF2208570,KAM3417318.1
OG0006131,KAF2208571,KAM3417319.1
OG0006132,KAF2208572,KAM3417320.1
OG0006133,KAF2208573,KAM3417323.1
OG0006134,KAF2208578,KAM3417327.1
OG0006135,KAF2208585,KAM3417335.1
OG0006136,KAF2208586,KAM3417336.1
OG0006137,KAF2208587,KAM3417337.1
OG0006138,KAF2208588,KAM3417338.1
OG0006139,KAF2208534,KAM3417283.1
OG0006140,KAF2208531,KAM3417280.1
OG0006141,KAF2208530,KAM3417279.1
OG0006142,KAF2208529,KAM3417277.1
OG0006143,KAF2208528,KAM3417276.1
OG0006144,KAF2208523,KAM3417271.1
OG0006146,KAF2208519,KAM3417267.1
OG0006147,KAF2208518,KAM3417266.1
OG0006148,KAF2208516,KAM3417265.1
OG0006149,KAF2208515,KAM3417264.1
OG0006150,KAF2208513,KAM3417263.1
OG0006151,KAF2208512,KAM3417262.1
OG0006152,KAF2208511,KAM3417261.1
OG0006153,KAF2208506,KAM3417255.1
OG0006154,KAF2208487,KAM3417397.1
OG0006155,KAF2208489,KAM3417394.1
OG0006156,KAF2208493,KAM3417391.1
OG0006157,KAF2208496,KAM3417382.1
OG0006158,KAF2208497,KAM3417383.1
OG0006159,KAF2208499,KAM3417387.1
OG0006160,KAF2208500,KAM3417388.1
OG0006161,KAF2208503,KAM3417251.1
OG0006162,KAF2208483,KAM3417403.1
OG0006163,KAF2208481,KAM3417405.1
OG0006164,KAF2208476,KAM3417414.1
OG0006165,KAF2208474,KAM3417416.1
OG0006166,KAF2208473,KAM3417417.1
OG0006167,KAF2213493,KAM3413949.1
OG0006168,KAF2213490,KAM3413952.1
OG0006169,KAF2213488,KAM3413954.1
OG0006170,KAF2213487,KAM3413955.1
OG0006171,KAF2213479,KAM3413964.1
OG0006172,KAF2213476,KAM3413676.1
OG0006173,KAF2213359,KAM3413681.1
OG0006174,KAF2213360,KAM3413682.1
OG0006175,KAF2213361,KAM3413683.1
OG0006176,KAF2213362,KAM3413684.1
OG0006177,KAF2213363,KAM3413685.1
OG0006178,KAF2213365,KAM3413715.1
OG0006179,KAF2213366,KAM3413714.1
OG0006181,KAF2213375,KAM3413708.1
OG0006183,KAF2213382,KAM3413704.1
OG0006184,KAF2213383,KAM3413703.1
OG0006185,KAF2213390,KAM3413696.1
OG0006186,KAF2213391,KAM3413695.1
OG0006187,KAF2213393,KAM3413693.1
OG0006188,KAF2213394,KAM3413692.1
OG0006189,KAF2213395,KAM3413691.1
OG0006190,KAF2213730,KAM3414133.1
OG0006191,KAF2213729,KAM3414132.1
OG0006192,KAF2213728,KAM3414131.1
OG0006193,KAF2213719,KAM3414121.1
OG0006194,KAF2213718,KAM3414119.1
OG0006195,KAF2213715,KAM3414118.1
OG0006196,KAF2213713,KAM3414116.1
OG0006197,KAF2213712,KAM3414115.1
OG0006198,KAF2213701,KAM3414107.1
OG0006199,KAF2213700,KAM3414106.1
OG0006200,KAF2213699,KAM3414105.1
OG0006201,KAF2213661,KAM3414064.1
OG0006202,KAF2213662,KAM3414065.1
OG0006203,KAF2213666,KAM3414068.1
OG0006204,KAF2213667,KAM3414069.1
OG0006205,KAF2213511,KAM3414038.1
OG0006206,KAF2213510,KAM3414039.1
OG0006207,KAF2213509,KAM3414040.1
OG0006208,KAF2213506,KAM3414044.1
OG0006209,KAF2213505,KAM3414045.1
OG0006210,KAF2213497,KAM3414055.1
OG0006211,KAF2213495,KAM3414058.1
OG0006212,KAF2206390,KAM3414282.1
OG0006213,KAF2206392,KAM3414284.1
OG0006214,KAF2206394,KAM3414285.1
OG0006215,KAF2206396,KAM3414287.1
OG0006216,KAF2206397,KAM3414288.1
OG0006217,KAF2206400,KAM3414291.1
OG0006218,KAF2206403,KAM3414293.1
OG0006219,KAF2206406,KAM3414294.1
OG0006220,KAF2206407,KAM3414295.1
OG0006221,KAF2206408,KAM3414296.1
OG0006222,KAF2206409,KAM3414297.1
OG0006223,KAF2206410,KAM3414299.1
OG0006224,KAF2206421,KAM3414311.1
OG0006225,KAF2206389,KAM3414281.1
OG0006226,KAF2206387,KAM3414279.1
OG0006227,KAF2206386,KAM3414278.1
OG0006228,KAF2206385,KAM3414277.1
OG0006229,KAF2206384,KAM3414276.1
OG0006230,KAF2206380,KAM3414269.1
OG0006231,KAF2206378,KAM3414267.1
OG0006232,KAF2206376,KAM3414266.1
OG0006233,KAF2206375,KAM3414265.1
OG0006234,KAF2211394,KAM3414263.1
OG0006235,KAF2211396,KAM3414261.1
OG0006236,KAF2213674,KAM3414076.1
OG0006237,KAF2213675,KAM3414077.1
OG0006238,KAF2213678,KAM3414079.1
OG0006239,KAF2213679,KAM3414081.1
OG0006240,KAF2213685,KAM3414091.1
OG0006241,KAF2213691,KAM3414096.1
OG0006242,KAF2213692,KAM3414097.1
OG0006243,KAF2213694,KAM3414099.1
OG0006244,KAF2213657,KAM3414061.1
OG0006245,KAF2211387,KAM3414247.1
OG0006246,KAF2211388,KAM3414248.1
OG0006247,KAF2211390,KAM3414250.1
OG0006248,KAF2211403,KAM3414253.1
OG0006249,KAF2211401,KAM3414254.1
OG0006250,KAF2211400,KAM3414255.1
OG0006251,KAF2213671,KAM3414072.1
OG0006252,KAF2213670,KAM3414071.1
OG0006253,KAF2213528,KAM3414026.1
OG0006254,KAF2213527,KAM3414027.1
OG0006255,KAF2213532,KAM3414023.1
OG0006256,KAF2213534,KAM3414020.1
OG0006257,KAF2213539,KAM3414017.1
OG0006258,KAF2213433,KAM3413752.1
OG0006259,KAF2213436,KAM3413756.1
OG0006260,KAF2213441,KAM3413761.1
OG0006261,KAF2213442,KAM3413762.1
OG0006262,KAF2213446,KAM3413771.1
OG0006263,KAF2213449,KAM3413775.1
OG0006264,KAF2213451,KAM3413781.1
OG0006265,KAF2213453,KAM3413782.1
OG0006266,KAF2213461,KAM3413788.1
OG0006267,KAF2213465,KAM3413866.1
OG0006268,KAF2211340,KAM3414345.1
OG0006269,KAF2211339,KAM3414346.1
OG0006270,KAF2211338,KAM3414347.1
OG0006271,KAF2211337,KAM3414348.1
OG0006272,KAF2211336,KAM3414349.1
OG0006273,KAF2213428,KAM3413748.1
OG0006274,KAF2213427,KAM3413747.1
OG0006275,KAF2213416,KAM3413736.1
OG0006276,KAF2213410,KAM3413731.1
OG0006277,KAF2213406,KAM3413726.1
OG0006278,KAF2213405,KAM3413725.1
OG0006279,KAF2213399,KAM3413718.1
OG0006280,KAF2213736,KAM3414138.1
OG0006281,KAF2213739,KAM3414142.1
OG0006282,KAF2213744,KAM3414146.1
OG0006283,KAF2213746,KAM3414148.1
OG0006284,KAF2213747,KAM3414149.1
OG0006286,KAF2213750,KAM3414151.1
OG0006287,KAF2213752,KAM3414153.1
OG0006288,KAF2213756,KAM3414155.1
OG0006289,KAF2213757,KAM3414157.1
OG0006290,KAF2213761,KAM3414161.1
OG0006291,KAF2213763,KAM3414162.1
OG0006292,KAF2213767,KAM3414166.1
OG0006293,KAF2211346,KAM3414337.1
OG0006294,KAF2213469,KAM3413864.1
OG0006295,KAF2213471,KAM3413862.1
OG0006296,KAF2213472,KAM3413861.1
OG0006298,KAF2206721,KAM3413853.1
OG0006299,KAF2206728,KAM3413848.1
OG0006300,KAF2206734,KAM3413847.1
OG0006301,KAF2206732,KAM3413845.1
OG0006302,KAF2206743,KAM3413829.1
OG0006303,KAF2211311,KAM3414374.1
OG0006304,KAF2211313,KAM3414370.1
OG0006305,KAF2211314,KAM3414369.1
OG0006306,KAF2211315,KAM3414368.1
OG0006307,KAF2211319,KAM3414364.1
OG0006308,KAF2211322,KAM3414361.1
OG0006309,KAF2211324,KAM3414359.1
OG0006310,KAF2211326,KAM3414358.1
OG0006311,KAF2213540,KAM3414016.1
OG0006312,KAF2213543,KAM3414014.1
OG0006313,KAF2213547,KAM3414010.1
OG0006314,KAF2213548,KAM3414009.1
OG0006315,KAF2213549,KAM3414008.1
OG0006316,KAF2213553,KAM3414004.1
OG0006318,KAF2213558,KAM3413998.1
OG0006319,KAF2213559,KAM3413997.1
OG0006320,KAF2213565,KAM3413992.1
OG0006321,KAF2211383,KAM3414245.1
OG0006322,KAF2211384,KAM3414246.1
OG0006323,KAF2213653,KAM3413948.1
OG0006324,KAF2213649,KAM3413942.1
OG0006325,KAF2213648,KAM3413941.1
OG0006326,KAF2213646,KAM3413939.1
OG0006327,KAF2213642,KAM3413934.1
OG0006328,KAF2213631,KAM3413923.1
OG0006329,KAF2213632,KAM3413924.1
OG0006330,KAF2213636,KAM3413928.1
OG0006331,KAF2213638,KAM3413930.1
OG0006332,KAF2213641,KAM3413933.1
OG0006333,KAF2213630,KAM3413922.1
OG0006335,KAF2213621,KAM3413914.1
OG0006336,KAF2213620,KAM3413912.1
OG0006337,KAF2213617,KAM3413909.1
OG0006338,KAF2213616,KAM3413908.1
